,MBSD_104.counts,MBSD_106.counts,MBSD_110.counts,MBSD_114.counts,MBSD_119.counts,MBSD_123.counts,MBSD_156.counts,MBSD_158.counts,MBSD_162.counts,MBSD_166.counts,MBSD_168.counts,MBSD_173.counts,X177_coldM_geno1,X182_coldM_geno1,X187_coldM_geno1,X192_coldM_geno1,X194_coldM_geno1,X198_coldM_geno1,X177_coldM_geno2,X182_coldM_geno2,X187_coldM_geno2,X192_coldM_geno2,X194_coldM_geno2,X198_coldM_geno2
ENSMUSG00000018166,72.0,26.0,48.0,47.0,26.0,34.0,43.0,62.0,47.0,57.0,65.0,45.0,1.0,1.0,1.0,3.0,6.0,1.0,3.0,3.0,4.0,8.0,7.0,8.0
ENSMUSG00000018189,512.0,220.0,374.0,297.0,253.0,268.0,296.0,368.0,380.0,261.0,314.0,317.0,12.0,17.0,12.0,27.0,7.0,13.0,13.0,18.0,10.0,15.0,19.0,14.0
ENSMUSG00000018196,1194.0,520.0,1319.0,863.0,773.0,648.0,575.0,671.0,780.0,823.0,589.0,656.0,6.0,14.0,5.0,5.0,10.0,2.0,14.0,19.0,11.0,13.0,14.0,4.0
ENSMUSG00000018199,621.0,340.0,666.0,228.0,534.0,320.0,166.0,225.0,196.0,238.0,260.0,214.0,7.0,10.0,13.0,8.0,10.0,1.0,6.0,3.0,4.0,15.0,5.0,2.0
ENSMUSG00000018209,1219.0,494.0,992.0,796.0,702.0,685.0,548.0,655.0,922.0,848.0,771.0,731.0,57.0,60.0,52.0,104.0,98.0,41.0,70.0,56.0,45.0,87.0,83.0,52.0
ENSMUSG00000018217,1310.0,581.0,1524.0,1481.0,755.0,875.0,448.0,647.0,840.0,612.0,788.0,631.0,74.0,69.0,99.0,95.0,195.0,78.0,61.0,76.0,105.0,74.0,158.0,79.0
ENSMUSG00000018286,2617.0,913.0,1708.0,1100.0,1155.0,1190.0,1125.0,1228.0,1373.0,1574.0,1372.0,1489.0,143.0,175.0,126.0,171.0,163.0,97.0,154.0,197.0,115.0,172.0,166.0,95.0
ENSMUSG00000018334,625.0,235.0,399.0,496.0,286.0,342.0,227.0,263.0,349.0,474.0,398.0,398.0,28.0,37.0,33.0,48.0,76.0,17.0,37.0,57.0,29.0,62.0,63.0,19.0
ENSMUSG00000018340,7749.0,2682.0,6316.0,4113.0,3604.0,3485.0,3580.0,4392.0,5502.0,6402.0,4955.0,4841.0,305.0,443.0,249.0,455.0,463.0,264.0,289.0,437.0,246.0,500.0,416.0,280.0
ENSMUSG00000018381,199.0,104.0,235.0,66.0,80.0,98.0,93.0,98.0,121.0,176.0,87.0,95.0,35.0,13.0,43.0,57.0,34.0,18.0,32.0,18.0,17.0,46.0,29.0,11.0
ENSMUSG00000018387,268.0,105.0,190.0,134.0,126.0,154.0,59.0,101.0,107.0,73.0,78.0,98.0,19.0,43.0,19.0,38.0,32.0,15.0,16.0,24.0,13.0,23.0,40.0,7.0
ENSMUSG00000018395,625.0,264.0,485.0,594.0,271.0,328.0,314.0,321.0,420.0,367.0,320.0,342.0,16.0,20.0,24.0,41.0,27.0,27.0,17.0,13.0,23.0,24.0,27.0,23.0
ENSMUSG00000018398,1639.0,517.0,1342.0,1138.0,734.0,847.0,640.0,854.0,776.0,971.0,621.0,809.0,190.0,172.0,134.0,220.0,263.0,123.0,133.0,173.0,108.0,188.0,228.0,110.0
ENSMUSG00000018401,828.0,378.0,827.0,622.0,522.0,532.0,442.0,509.0,646.0,841.0,592.0,628.0,8.0,9.0,9.0,21.0,14.0,8.0,10.0,5.0,11.0,7.0,10.0,6.0
ENSMUSG00000018405,593.0,190.0,476.0,258.0,293.0,255.0,221.0,352.0,407.0,485.0,418.0,403.0,58.0,52.0,34.0,49.0,46.0,23.0,62.0,50.0,36.0,64.0,71.0,39.0
ENSMUSG00000018411,1995.0,963.0,1681.0,1576.0,1871.0,1509.0,1615.0,1967.0,2083.0,3862.0,1890.0,2631.0,77.0,113.0,59.0,133.0,150.0,47.0,81.0,107.0,68.0,104.0,118.0,74.0
ENSMUSG00000018412,1493.0,512.0,1138.0,1102.0,784.0,793.0,648.0,917.0,1060.0,1245.0,959.0,1035.0,37.0,59.0,37.0,62.0,69.0,47.0,58.0,61.0,25.0,58.0,51.0,41.0
ENSMUSG00000018415,6191.0,3042.0,6541.0,3595.0,4122.0,3655.0,2655.0,3518.0,4262.0,4193.0,3693.0,3773.0,10.0,15.0,6.0,21.0,20.0,2.0,18.0,22.0,11.0,35.0,26.0,5.0
ENSMUSG00000018417,1477.0,636.0,1419.0,668.0,898.0,856.0,630.0,725.0,843.0,770.0,676.0,690.0,5.0,6.0,7.0,9.0,13.0,7.0,12.0,9.0,5.0,15.0,12.0,8.0
ENSMUSG00000018428,9765.0,4342.0,8732.0,4463.0,6150.0,5724.0,4851.0,6444.0,7310.0,9953.0,7646.0,8289.0,156.0,219.0,166.0,328.0,281.0,232.0,180.0,199.0,150.0,293.0,255.0,174.0
ENSMUSG00000018442,944.0,353.0,797.0,502.0,494.0,499.0,383.0,467.0,502.0,598.0,531.0,498.0,37.0,45.0,17.0,32.0,34.0,24.0,22.0,43.0,27.0,37.0,36.0,16.0
ENSMUSG00000018446,3427.0,1243.0,3045.0,1648.0,1700.0,1654.0,1516.0,1871.0,1985.0,2225.0,1849.0,2001.0,206.0,288.0,186.0,320.0,260.0,187.0,219.0,229.0,161.0,232.0,239.0,184.0
ENSMUSG00000018449,195.0,87.0,115.0,106.0,86.0,68.0,75.0,107.0,134.0,134.0,91.0,93.0,8.0,16.0,19.0,14.0,20.0,6.0,23.0,30.0,15.0,14.0,20.0,15.0
ENSMUSG00000018474,4490.0,1728.0,4138.0,3080.0,2146.0,2441.0,2664.0,2988.0,3233.0,3731.0,2748.0,3099.0,32.0,28.0,27.0,44.0,38.0,28.0,28.0,48.0,30.0,62.0,38.0,30.0
ENSMUSG00000018476,2873.0,1356.0,2034.0,5245.0,1798.0,1741.0,1435.0,1631.0,2075.0,2316.0,1743.0,1746.0,66.0,90.0,85.0,129.0,140.0,47.0,46.0,57.0,69.0,110.0,78.0,37.0
ENSMUSG00000018481,2119.0,969.0,1770.0,1146.0,1186.0,1193.0,970.0,1171.0,1498.0,1548.0,1121.0,1087.0,11.0,14.0,19.0,15.0,24.0,12.0,12.0,13.0,9.0,18.0,24.0,8.0
ENSMUSG00000018501,5839.0,2857.0,4429.0,5617.0,3649.0,3703.0,3488.0,4608.0,5258.0,5355.0,4000.0,4471.0,68.0,63.0,50.0,81.0,59.0,25.0,72.0,68.0,72.0,101.0,115.0,55.0
ENSMUSG00000018541,351.0,155.0,323.0,196.0,241.0,186.0,276.0,351.0,323.0,310.0,293.0,270.0,8.0,9.0,10.0,18.0,24.0,21.0,22.0,25.0,22.0,18.0,29.0,21.0
ENSMUSG00000018547,1038.0,393.0,925.0,643.0,602.0,577.0,440.0,629.0,644.0,629.0,569.0,625.0,22.0,29.0,27.0,28.0,58.0,20.0,33.0,25.0,36.0,43.0,67.0,24.0
ENSMUSG00000018565,1064.0,420.0,949.0,393.0,516.0,515.0,475.0,514.0,577.0,760.0,585.0,644.0,21.0,41.0,19.0,41.0,34.0,14.0,34.0,46.0,27.0,39.0,36.0,18.0
ENSMUSG00000018572,679.0,277.0,499.0,484.0,360.0,307.0,318.0,405.0,505.0,503.0,461.0,503.0,38.0,45.0,31.0,30.0,33.0,23.0,14.0,38.0,22.0,25.0,38.0,21.0
ENSMUSG00000018585,1709.0,586.0,1258.0,652.0,786.0,698.0,588.0,669.0,802.0,1166.0,1017.0,1122.0,165.0,178.0,101.0,196.0,148.0,94.0,186.0,236.0,111.0,207.0,160.0,80.0
ENSMUSG00000018599,1162.0,442.0,1116.0,659.0,716.0,562.0,584.0,654.0,820.0,1121.0,923.0,927.0,34.0,39.0,27.0,32.0,32.0,9.0,36.0,44.0,31.0,43.0,46.0,15.0
ENSMUSG00000018604,630.0,358.0,675.0,548.0,312.0,484.0,587.0,456.0,464.0,545.0,329.0,501.0,29.0,73.0,32.0,61.0,65.0,29.0,34.0,71.0,43.0,45.0,64.0,30.0
ENSMUSG00000018661,808.0,345.0,652.0,535.0,458.0,403.0,406.0,508.0,604.0,639.0,482.0,508.0,111.0,88.0,140.0,140.0,146.0,144.0,95.0,107.0,6.0,111.0,130.0,6.0
ENSMUSG00000018677,15865.0,6060.0,12336.0,10093.0,8010.0,8631.0,5677.0,6821.0,7901.0,10509.0,7946.0,7999.0,923.0,1285.0,848.0,1348.0,1232.0,546.0,1008.0,1243.0,826.0,1425.0,1298.0,593.0
ENSMUSG00000018707,10403.0,5164.0,8422.0,6788.0,7062.0,6333.0,4558.0,5635.0,6938.0,9150.0,7271.0,7735.0,469.0,594.0,462.0,730.0,638.0,338.0,558.0,601.0,464.0,715.0,724.0,381.0
ENSMUSG00000018736,1469.0,563.0,1086.0,1088.0,757.0,764.0,836.0,913.0,1021.0,1008.0,820.0,843.0,44.0,49.0,44.0,57.0,75.0,22.0,39.0,42.0,34.0,61.0,46.0,37.0
ENSMUSG00000018740,5825.0,1818.0,4793.0,4579.0,2674.0,2899.0,2188.0,2819.0,3433.0,2615.0,2588.0,2405.0,175.0,183.0,172.0,289.0,284.0,181.0,174.0,167.0,193.0,226.0,296.0,164.0
ENSMUSG00000018750,3345.0,1529.0,2897.0,3077.0,1425.0,1444.0,1852.0,2158.0,2097.0,2142.0,2215.0,1861.0,59.0,51.0,56.0,65.0,59.0,47.0,37.0,44.0,38.0,61.0,65.0,37.0
ENSMUSG00000018770,4694.0,1974.0,3906.0,2535.0,2505.0,2272.0,2048.0,2522.0,2591.0,3342.0,2789.0,2887.0,25.0,27.0,29.0,41.0,31.0,25.0,41.0,26.0,21.0,37.0,37.0,26.0
ENSMUSG00000018796,78921.0,34800.0,76093.0,57793.0,47743.0,44402.0,41014.0,45602.0,61871.0,59248.0,51862.0,49106.0,1475.0,1867.0,1335.0,2415.0,2070.0,1307.0,1385.0,1911.0,1159.0,2110.0,1935.0,1222.0
ENSMUSG00000018800,347.0,238.0,415.0,205.0,286.0,217.0,175.0,166.0,228.0,184.0,273.0,224.0,12.0,6.0,7.0,12.0,9.0,5.0,7.0,12.0,5.0,10.0,7.0,2.0
ENSMUSG00000018820,1147.0,433.0,947.0,455.0,631.0,527.0,438.0,530.0,584.0,698.0,645.0,701.0,85.0,78.0,78.0,131.0,85.0,40.0,92.0,95.0,83.0,123.0,147.0,58.0
ENSMUSG00000018821,391.0,112.0,316.0,170.0,196.0,185.0,101.0,91.0,115.0,160.0,135.0,143.0,22.0,17.0,17.0,37.0,20.0,11.0,12.0,11.0,11.0,16.0,19.0,2.0
ENSMUSG00000018830,2645.0,774.0,1327.0,2124.0,718.0,1185.0,1347.0,1132.0,1430.0,1690.0,1107.0,1236.0,293.0,169.0,272.0,201.0,284.0,140.0,276.0,188.0,343.0,221.0,329.0,169.0
ENSMUSG00000018841,717.0,313.0,640.0,214.0,436.0,364.0,409.0,471.0,504.0,346.0,499.0,457.0,45.0,47.0,40.0,55.0,51.0,32.0,29.0,27.0,29.0,26.0,38.0,21.0
ENSMUSG00000018846,4321.0,2704.0,4285.0,2354.0,4130.0,3381.0,3463.0,4679.0,6401.0,5189.0,6431.0,5758.0,427.0,397.0,459.0,584.0,678.0,359.0,718.0,566.0,681.0,1056.0,1085.0,565.0
ENSMUSG00000018848,970.0,356.0,752.0,517.0,492.0,467.0,449.0,564.0,581.0,641.0,556.0,568.0,41.0,29.0,26.0,57.0,50.0,32.0,38.0,37.0,51.0,52.0,57.0,45.0
ENSMUSG00000018849,74.0,106.0,398.0,137.0,57.0,170.0,414.0,456.0,500.0,703.0,587.0,477.0,6.0,23.0,11.0,17.0,12.0,10.0,11.0,24.0,15.0,30.0,18.0,11.0
ENSMUSG00000018861,612.0,237.0,559.0,204.0,306.0,267.0,242.0,342.0,356.0,418.0,405.0,448.0,11.0,16.0,6.0,13.0,11.0,11.0,17.0,17.0,8.0,18.0,22.0,9.0
ENSMUSG00000018900,1406.0,597.0,1939.0,692.0,1007.0,930.0,874.0,783.0,1069.0,1724.0,1228.0,1095.0,18.0,13.0,12.0,15.0,17.0,7.0,12.0,26.0,19.0,33.0,19.0,12.0
ENSMUSG00000018906,381.0,107.0,252.0,391.0,115.0,144.0,129.0,201.0,226.0,299.0,187.0,261.0,16.0,35.0,17.0,17.0,25.0,14.0,12.0,28.0,12.0,13.0,21.0,7.0
ENSMUSG00000018909,1220.0,413.0,1158.0,642.0,571.0,515.0,570.0,777.0,735.0,834.0,632.0,757.0,15.0,11.0,13.0,36.0,29.0,20.0,20.0,13.0,14.0,27.0,31.0,7.0
ENSMUSG00000018921,318.0,134.0,307.0,223.0,182.0,185.0,212.0,243.0,248.0,298.0,254.0,238.0,15.0,24.0,14.0,26.0,36.0,9.0,14.0,20.0,14.0,28.0,28.0,14.0
ENSMUSG00000018923,226.0,69.0,186.0,81.0,102.0,118.0,99.0,108.0,120.0,151.0,113.0,156.0,22.0,16.0,15.0,25.0,20.0,18.0,24.0,24.0,20.0,35.0,14.0,17.0
ENSMUSG00000018927,293.0,66.0,212.0,366.0,60.0,155.0,56.0,53.0,86.0,64.0,74.0,119.0,16.0,12.0,12.0,14.0,44.0,13.0,12.0,8.0,11.0,12.0,35.0,5.0
ENSMUSG00000018999,1113.0,498.0,1074.0,499.0,771.0,678.0,595.0,731.0,685.0,575.0,871.0,1008.0,131.0,145.0,116.0,224.0,549.0,110.0,129.0,96.0,148.0,223.0,61.0,96.0
ENSMUSG00000019054,1358.0,520.0,1105.0,578.0,680.0,619.0,526.0,519.0,668.0,769.0,677.0,669.0,99.0,107.0,57.0,112.0,125.0,90.0,72.0,81.0,87.0,91.0,95.0,61.0
ENSMUSG00000019055,2126.0,904.0,1856.0,1327.0,1238.0,1228.0,930.0,1112.0,1365.0,2068.0,1298.0,1488.0,87.0,118.0,36.0,101.0,124.0,43.0,46.0,60.0,33.0,89.0,70.0,29.0
ENSMUSG00000019066,1376.0,590.0,1180.0,567.0,702.0,736.0,571.0,792.0,874.0,828.0,709.0,779.0,70.0,60.0,39.0,70.0,67.0,51.0,65.0,51.0,58.0,73.0,84.0,52.0
ENSMUSG00000019080,234.0,92.0,160.0,61.0,105.0,110.0,54.0,81.0,83.0,107.0,131.0,125.0,20.0,29.0,24.0,23.0,30.0,6.0,14.0,22.0,11.0,27.0,27.0,8.0
ENSMUSG00000019082,6574.0,2722.0,5246.0,5835.0,3382.0,3014.0,2606.0,2695.0,4040.0,3798.0,3131.0,3175.0,346.0,468.0,232.0,447.0,365.0,169.0,339.0,458.0,206.0,435.0,353.0,187.0
ENSMUSG00000019122,68.0,17.0,45.0,86.0,18.0,28.0,59.0,48.0,61.0,49.0,68.0,113.0,0.0,0.0,3.0,7.0,4.0,5.0,0.0,2.0,1.0,5.0,7.0,1.0
ENSMUSG00000019132,4786.0,2416.0,4687.0,3294.0,3172.0,3069.0,2912.0,3649.0,3712.0,4196.0,3745.0,3410.0,117.0,131.0,105.0,153.0,171.0,84.0,91.0,144.0,69.0,176.0,162.0,73.0
ENSMUSG00000019139,3373.0,1205.0,2950.0,1477.0,1225.0,1058.0,705.0,713.0,766.0,1174.0,860.0,715.0,36.0,28.0,13.0,53.0,42.0,15.0,40.0,55.0,26.0,60.0,42.0,10.0
ENSMUSG00000019173,6060.0,2280.0,4364.0,4771.0,2836.0,2978.0,2769.0,3018.0,3620.0,3683.0,2983.0,3192.0,221.0,230.0,206.0,280.0,263.0,135.0,192.0,262.0,170.0,269.0,256.0,111.0
ENSMUSG00000019179,31330.0,12462.0,27902.0,16126.0,16277.0,14962.0,14982.0,17739.0,20064.0,21746.0,19034.0,20318.0,651.0,712.0,468.0,827.0,701.0,366.0,327.0,557.0,189.0,404.0,473.0,119.0
ENSMUSG00000019189,1296.0,449.0,928.0,577.0,692.0,681.0,589.0,707.0,787.0,947.0,703.0,782.0,81.0,109.0,67.0,77.0,99.0,63.0,75.0,94.0,68.0,101.0,87.0,53.0
ENSMUSG00000019210,4114.0,1539.0,4875.0,1810.0,2097.0,1909.0,1643.0,1633.0,2454.0,2674.0,2213.0,1970.0,10.0,10.0,15.0,15.0,11.0,5.0,10.0,10.0,3.0,22.0,12.0,6.0
ENSMUSG00000019235,287.0,120.0,315.0,207.0,177.0,158.0,216.0,250.0,341.0,348.0,246.0,257.0,77.0,45.0,84.0,80.0,116.0,49.0,10.0,49.0,5.0,10.0,13.0,4.0
ENSMUSG00000019256,334.0,146.0,298.0,138.0,183.0,197.0,125.0,131.0,140.0,222.0,150.0,144.0,11.0,6.0,21.0,17.0,19.0,12.0,6.0,7.0,2.0,6.0,4.0,4.0
ENSMUSG00000019278,2669.0,670.0,2047.0,1574.0,829.0,965.0,1232.0,821.0,1186.0,2235.0,871.0,921.0,39.0,58.0,40.0,70.0,58.0,30.0,47.0,49.0,59.0,76.0,80.0,47.0
ENSMUSG00000019302,3351.0,1330.0,2981.0,1980.0,1528.0,1836.0,1787.0,1938.0,2614.0,2041.0,1883.0,1835.0,115.0,130.0,106.0,156.0,170.0,100.0,126.0,138.0,135.0,204.0,170.0,98.0
ENSMUSG00000019312,134.0,81.0,105.0,126.0,86.0,84.0,70.0,69.0,117.0,105.0,70.0,60.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0
ENSMUSG00000019362,1797.0,619.0,1057.0,907.0,836.0,827.0,768.0,929.0,904.0,1389.0,1084.0,1146.0,5.0,9.0,2.0,8.0,8.0,7.0,5.0,5.0,11.0,10.0,6.0,10.0
ENSMUSG00000019368,761.0,285.0,738.0,575.0,453.0,383.0,574.0,613.0,736.0,734.0,800.0,676.0,19.0,45.0,28.0,35.0,33.0,32.0,32.0,25.0,45.0,44.0,45.0,22.0
ENSMUSG00000019370,3780.0,1324.0,3326.0,2822.0,1784.0,1904.0,1586.0,2222.0,2600.0,2050.0,1948.0,2009.0,56.0,59.0,31.0,54.0,71.0,16.0,38.0,48.0,32.0,46.0,52.0,21.0
ENSMUSG00000019428,3271.0,1242.0,2507.0,1450.0,1658.0,1572.0,1177.0,1217.0,1395.0,2031.0,1639.0,1822.0,9.0,18.0,9.0,16.0,14.0,4.0,2.0,8.0,3.0,6.0,4.0,3.0
ENSMUSG00000019432,2110.0,695.0,2021.0,1057.0,943.0,1046.0,909.0,1014.0,1329.0,1433.0,1133.0,1179.0,12.0,10.0,11.0,22.0,19.0,9.0,10.0,8.0,9.0,20.0,10.0,15.0
ENSMUSG00000019433,974.0,361.0,686.0,410.0,424.0,401.0,512.0,453.0,586.0,549.0,513.0,556.0,35.0,29.0,34.0,35.0,27.0,11.0,21.0,42.0,10.0,30.0,47.0,15.0
ENSMUSG00000019461,823.0,308.0,805.0,541.0,399.0,395.0,411.0,423.0,499.0,509.0,519.0,527.0,25.0,27.0,24.0,39.0,40.0,28.0,28.0,39.0,26.0,39.0,35.0,20.0
ENSMUSG00000019467,758.0,287.0,566.0,396.0,328.0,372.0,292.0,348.0,357.0,443.0,310.0,350.0,37.0,26.0,38.0,34.0,46.0,30.0,21.0,30.0,26.0,34.0,33.0,18.0
ENSMUSG00000019470,975.0,363.0,721.0,549.0,490.0,443.0,542.0,668.0,749.0,945.0,690.0,709.0,19.0,21.0,10.0,34.0,28.0,19.0,17.0,34.0,15.0,30.0,22.0,17.0
ENSMUSG00000019471,3122.0,1183.0,2270.0,1610.0,1649.0,1543.0,1329.0,1607.0,1792.0,2021.0,1577.0,1839.0,87.0,102.0,65.0,107.0,81.0,33.0,71.0,92.0,53.0,114.0,91.0,40.0
ENSMUSG00000019478,340.0,143.0,237.0,179.0,162.0,155.0,152.0,167.0,207.0,202.0,150.0,145.0,29.0,31.0,33.0,51.0,64.0,27.0,27.0,29.0,21.0,35.0,46.0,23.0
ENSMUSG00000019487,989.0,369.0,552.0,582.0,521.0,491.0,595.0,739.0,823.0,995.0,843.0,787.0,92.0,130.0,100.0,122.0,148.0,71.0,125.0,153.0,127.0,141.0,216.0,86.0
ENSMUSG00000019518,421.0,182.0,404.0,108.0,269.0,198.0,164.0,182.0,228.0,242.0,253.0,276.0,14.0,6.0,18.0,23.0,14.0,11.0,5.0,7.0,5.0,11.0,13.0,3.0
ENSMUSG00000019528,4578.0,1970.0,4177.0,2304.0,2396.0,2353.0,2032.0,2376.0,2696.0,2938.0,2143.0,2268.0,477.0,464.0,374.0,622.0,637.0,425.0,520.0,567.0,452.0,803.0,772.0,549.0
ENSMUSG00000019579,856.0,308.0,779.0,416.0,447.0,409.0,207.0,262.0,239.0,455.0,328.0,466.0,139.0,174.0,54.0,177.0,120.0,63.0,97.0,99.0,62.0,102.0,97.0,30.0
ENSMUSG00000019647,714.0,337.0,651.0,852.0,447.0,465.0,526.0,666.0,633.0,523.0,506.0,456.0,25.0,17.0,24.0,42.0,44.0,30.0,32.0,11.0,37.0,62.0,47.0,36.0
ENSMUSG00000019689,1870.0,683.0,1156.0,784.0,968.0,839.0,484.0,630.0,631.0,1103.0,886.0,934.0,251.0,288.0,204.0,335.0,306.0,144.0,220.0,294.0,154.0,325.0,292.0,116.0
ENSMUSG00000019699,957.0,382.0,800.0,676.0,479.0,525.0,410.0,506.0,549.0,562.0,436.0,417.0,43.0,40.0,41.0,75.0,93.0,50.0,28.0,42.0,44.0,88.0,71.0,25.0
ENSMUSG00000019715,803.0,375.0,720.0,472.0,454.0,459.0,528.0,593.0,699.0,847.0,685.0,718.0,13.0,27.0,16.0,29.0,21.0,11.0,29.0,21.0,15.0,35.0,25.0,27.0
ENSMUSG00000019726,964.0,499.0,877.0,712.0,809.0,568.0,514.0,738.0,678.0,612.0,779.0,642.0,63.0,35.0,51.0,91.0,54.0,19.0,70.0,54.0,66.0,111.0,80.0,57.0
ENSMUSG00000019763,2750.0,849.0,2236.0,1692.0,1287.0,1349.0,1338.0,1678.0,2030.0,1985.0,1605.0,1576.0,220.0,219.0,212.0,273.0,308.0,165.0,250.0,259.0,254.0,383.0,365.0,204.0
ENSMUSG00000019768,1346.0,776.0,1720.0,890.0,1107.0,1140.0,153.0,223.0,306.0,208.0,136.0,262.0,102.0,104.0,91.0,156.0,160.0,55.0,55.0,46.0,42.0,81.0,60.0,19.0
ENSMUSG00000019774,253.0,97.0,183.0,151.0,129.0,132.0,119.0,163.0,182.0,223.0,166.0,180.0,16.0,14.0,12.0,14.0,23.0,6.0,15.0,9.0,21.0,31.0,22.0,11.0
ENSMUSG00000019777,2116.0,812.0,1743.0,882.0,1150.0,1083.0,1090.0,1268.0,1420.0,1664.0,1166.0,1368.0,78.0,89.0,77.0,137.0,114.0,79.0,112.0,104.0,73.0,136.0,156.0,63.0
ENSMUSG00000019779,81.0,43.0,84.0,41.0,46.0,48.0,77.0,77.0,68.0,77.0,73.0,63.0,6.0,4.0,2.0,0.0,1.0,3.0,3.0,5.0,5.0,17.0,6.0,5.0
ENSMUSG00000019790,996.0,442.0,802.0,509.0,611.0,618.0,467.0,614.0,687.0,630.0,555.0,601.0,30.0,22.0,19.0,12.0,16.0,11.0,18.0,24.0,16.0,27.0,22.0,11.0
ENSMUSG00000019792,205.0,97.0,248.0,115.0,100.0,108.0,128.0,131.0,127.0,151.0,144.0,105.0,22.0,13.0,9.0,13.0,19.0,15.0,8.0,13.0,4.0,10.0,18.0,6.0
ENSMUSG00000019797,3148.0,1066.0,2787.0,1206.0,1309.0,1420.0,1413.0,1478.0,1799.0,1518.0,1302.0,1346.0,122.0,131.0,110.0,165.0,173.0,154.0,131.0,143.0,138.0,148.0,173.0,118.0
ENSMUSG00000019802,2911.0,1211.0,2524.0,1771.0,1636.0,1618.0,1521.0,1725.0,2050.0,1872.0,1504.0,1595.0,63.0,53.0,56.0,78.0,85.0,52.0,51.0,63.0,56.0,65.0,78.0,66.0
ENSMUSG00000019806,1067.0,392.0,1041.0,506.0,549.0,521.0,406.0,456.0,632.0,743.0,558.0,564.0,31.0,36.0,25.0,43.0,30.0,13.0,34.0,37.0,15.0,45.0,30.0,12.0
ENSMUSG00000019820,4865.0,2605.0,4009.0,3653.0,3564.0,3554.0,2411.0,3137.0,3745.0,3602.0,3778.0,3874.0,153.0,182.0,464.0,241.0,228.0,336.0,624.0,666.0,397.0,885.0,921.0,251.0
ENSMUSG00000019832,78.0,33.0,61.0,33.0,39.0,60.0,30.0,25.0,52.0,39.0,38.0,17.0,13.0,7.0,4.0,7.0,13.0,5.0,7.0,9.0,6.0,5.0,16.0,7.0
ENSMUSG00000019837,728.0,329.0,624.0,631.0,381.0,391.0,516.0,621.0,758.0,581.0,463.0,498.0,28.0,35.0,19.0,19.0,26.0,18.0,30.0,28.0,27.0,23.0,34.0,12.0
ENSMUSG00000019838,1320.0,517.0,1262.0,703.0,799.0,869.0,628.0,741.0,876.0,809.0,801.0,727.0,90.0,85.0,86.0,113.0,130.0,76.0,68.0,69.0,66.0,102.0,130.0,51.0
ENSMUSG00000019841,348.0,229.0,298.0,271.0,398.0,200.0,140.0,172.0,178.0,195.0,296.0,237.0,10.0,2.0,9.0,14.0,6.0,5.0,4.0,7.0,6.0,9.0,7.0,6.0
ENSMUSG00000019843,584.0,225.0,410.0,387.0,240.0,309.0,266.0,328.0,310.0,341.0,319.0,335.0,3.0,12.0,4.0,5.0,6.0,4.0,12.0,5.0,1.0,12.0,9.0,1.0
ENSMUSG00000019849,1001.0,521.0,841.0,686.0,529.0,673.0,506.0,539.0,649.0,669.0,579.0,592.0,14.0,17.0,13.0,8.0,17.0,15.0,10.0,12.0,22.0,22.0,23.0,13.0
ENSMUSG00000019863,625.0,213.0,526.0,210.0,306.0,279.0,253.0,334.0,359.0,455.0,419.0,391.0,42.0,37.0,17.0,52.0,44.0,20.0,34.0,51.0,34.0,49.0,42.0,27.0
ENSMUSG00000019864,3334.0,1362.0,3319.0,1831.0,1789.0,1703.0,1788.0,2349.0,2843.0,3224.0,2531.0,2423.0,152.0,231.0,200.0,279.0,253.0,178.0,281.0,257.0,262.0,378.0,362.0,242.0
ENSMUSG00000019866,609.0,244.0,457.0,339.0,289.0,324.0,215.0,328.0,301.0,365.0,231.0,276.0,39.0,44.0,36.0,64.0,65.0,35.0,36.0,46.0,24.0,39.0,32.0,24.0
ENSMUSG00000019873,2825.0,1375.0,2690.0,2213.0,1754.0,1799.0,2044.0,2886.0,3192.0,2831.0,2415.0,2572.0,152.0,171.0,156.0,271.0,270.0,140.0,160.0,202.0,190.0,316.0,330.0,161.0
ENSMUSG00000019877,8677.0,3374.0,8210.0,2776.0,4489.0,4388.0,4919.0,5229.0,6690.0,6643.0,5577.0,5341.0,698.0,626.0,598.0,982.0,981.0,532.0,700.0,807.0,694.0,1089.0,1020.0,588.0
ENSMUSG00000019878,395.0,179.0,315.0,153.0,224.0,196.0,176.0,198.0,236.0,222.0,229.0,177.0,20.0,22.0,33.0,46.0,46.0,22.0,18.0,14.0,19.0,37.0,28.0,18.0
ENSMUSG00000019889,1754.0,717.0,1573.0,1245.0,773.0,767.0,696.0,631.0,845.0,684.0,518.0,600.0,47.0,28.0,38.0,49.0,48.0,21.0,19.0,26.0,31.0,66.0,36.0,27.0
ENSMUSG00000019897,454.0,195.0,466.0,241.0,249.0,244.0,301.0,342.0,383.0,403.0,284.0,324.0,35.0,32.0,45.0,47.0,51.0,35.0,47.0,50.0,32.0,62.0,71.0,39.0
ENSMUSG00000019899,752.0,329.0,694.0,591.0,388.0,332.0,223.0,217.0,357.0,253.0,275.0,347.0,60.0,26.0,39.0,28.0,116.0,27.0,40.0,50.0,59.0,61.0,69.0,48.0
ENSMUSG00000019906,42.0,23.0,25.0,26.0,20.0,20.0,24.0,13.0,11.0,12.0,8.0,15.0,1.0,6.0,3.0,4.0,5.0,0.0,0.0,2.0,4.0,11.0,2.0,0.0
